key,5,6,7,8,9
152,/blacklist,/blist,/黑名單命令(/黑名單) 子命令<hex:02100103>/blacklist、/blist<hex:02100103>運行各種黑名單相關指令。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>加入(add) 代名詞<hex:0249020103><hex:0248020103><hex:02100103>　將指定玩家添加到黑名單中。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>清除(remove) 代名詞<hex:0249020103><hex:0248020103><hex:02100103>　將指定玩家移出黑名單。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　打開黑名單。,,
153,/search,/sea,/搜索命令(/搜索) 條件<hex:02100103>/search、/sea<hex:02100103>以指定條件搜索玩家，並將結果顯示在玩家搜索視窗中。<hex:02100103>>>條件(※可以指定多種條件，順序不限。)<hex:02100103>【指定玩家姓名】<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>名字(name) 玩家名<hex:0249020103><hex:0248020103><hex:02100103>　將指定的部分作為玩家的名字進行搜索。<hex:02100103>【指定線上狀態】<hex:02100103>隊長(leader)　離開(away)　忙碌(busy)　任務中(contents)　劇情中(event)　希望組隊(lookingforparty)　接受鑲嵌魔晶石請求(lookingformeld)　隊員招募中(recruit)　新人(beginner)　指導者(mentor)　戰鬥指導者(pvementor)　製作採集指導者(tradementor)　對戰指導者(pvpmentor)　角色扮演中(roleplay)　回歸者(returner)<hex:02100103>【指定職業】<hex:02100103>劍術師(GLA)　格鬥家(PGL)　斧術師(MRD)　槍術師(LNC)　弓箭手(ARC)　幻術師(CNJ)　雙劍師(ROG)　咒術師(THM)　秘術師(ACN)　刻木匠(CRP)　鍛鐵匠(BSM)　鑄甲匠(ARM)　雕金匠(GSM)　製革匠(LTW)　裁衣匠(WVR)　煉金術士(ALC)　烹調師(CUL)　採礦工(MIN)　園藝工(BTN)　捕魚人(FSH)　騎士(PLD)　武僧(MNK)　戰士(WAR)　龍騎士(DRG)　吟遊詩人(BRD)　忍者(NIN)　白魔法師(WHM)　黑魔法師(BLM)　召喚師(SMN)　學者(SCH)　暗黑騎士(DRK)　占星術士(AST)　機工士(MCH)　武士(SAM)　赤魔法師(RDM)　青魔法師(BLU)　絕槍戰士(GNB)　舞者(DNC)　釤鐮客(RPR)　賢者(SGE)<hex:02100103>　※省略該條件會預設為以所有職業為對象進行搜索。<hex:02100103>【指定等級】<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>數字<hex:0249020103><hex:0248020103><hex:02100103>　以指定數字等級作為條件進行搜索。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>數字-數字<hex:0249020103><hex:0248020103><hex:02100103>　將兩個數字以半形橫線進行連接，會以兩個數字之間的等級範圍內進行搜索。<hex:02100103>　※省略該條件會預設以全等級為範圍進行搜索。<hex:02100103>【指定所屬軍隊】<hex:02100103>黑渦團(Maelstrom)　雙蛇黨(Order of the Twin Adder)　恆輝隊(Immortal Flames)<hex:02100103>　※指令中使用英文名字時需要用半形雙引號將帶有空格的軍隊名引用起來。<hex:02100103>【指定地點】<hex:02100103>全世界(world)　利姆薩·羅敏薩(Limsa Lominsa)　格里達尼亞(Gridania)　烏爾達哈(Ul『dah)　金碟遊樂場（The Gold Saucer）　狼獄（The Wolves』 Den）　伊修加德(Ishgard)　田園郡（Idyllshire）　黃金港（Kugane）　神拳痕（Rhalgr『s Reach）　水晶都（The Crystarium）　游末邦（Eulmore）　舊薩雷安（Old Sharlayan）　拉札罕（Radz-at-Han）　拉諾西亞(La Noscea)　黑衣森林(The Black Shroud)　薩納蘭(Thanalan)　庫爾札斯(Coerthas)　摩杜納(Mor Dhona)　阿巴拉提亞(Abalathia)　龍堡(Dravania)　基拉巴尼亞(Gyr Abania)　奧薩德(Othard)　諾弗蘭特(Norvrandt)　薩維奈島(Thavnair)　加雷馬(Garlemald)　迷津(Labyrinthos)　其他區域<hex:02100103>　※省略該條件會預設為以全世界為對象進行搜索，使用英文名字時需要用半形雙引號將帶有空格的地名引用起來。<hex:02100103>>>示例<hex:02100103>/搜索命令 劍術師 20-30 拉諾西亞<hex:02100103>搜索當前位於拉諾西亞，劍術師等級在20～30範圍內的玩家。,,
154,/map,,/地圖<hex:02100103>/map<hex:02100103>打開地圖視窗。,,
155,/teleport,,/傳送<hex:02100103>/teleport<hex:02100103>打開傳送視窗。,,
156,/marking,/mk,/標記 標記種類 代名詞<hex:02100103>/marking、/mk<hex:02100103>給指定角色加上指定的標記。省略代名詞可以將標記加到當前選中的目標上。<hex:02100103>>>標記種類<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>攻擊(attack)<hex:0249020103><hex:0248020103>或<hex:024804F201FA03><hex:024904F201FB03>攻擊1～5(attack1～5)<hex:0249020103><hex:0248020103><hex:02100103>設定攻擊1～5的標記。不指定數值則會標記當前未使用的最小數值攻擊標記。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>止步(bind)<hex:0249020103><hex:0248020103>或<hex:024804F201FA03><hex:024904F201FB03>止步1～3(bind1～3)<hex:0249020103><hex:0248020103><hex:02100103>設定止步1～3的標記。不指定數值則會標記當前未使用的最小數值止步標記。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>禁止(stop)<hex:0249020103><hex:0248020103>或<hex:024804F201FA03><hex:024904F201FB03>禁止1～2(stop1～2)<hex:0249020103><hex:0248020103><hex:02100103>設定禁止1～2的標記。不指定數值則會標記當前未使用的最小數值禁止標記。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>方塊(square)<hex:0249020103><hex:0248020103><hex:02100103>設定泛用方塊標誌。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>圓圈(circle)<hex:0249020103><hex:0248020103><hex:02100103>設定泛用圓圈標誌。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>十字(cross)<hex:0249020103><hex:0248020103><hex:02100103>設定泛用十字標誌。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>三角(triangle)<hex:0249020103><hex:0248020103><hex:02100103>設定泛用三角標誌。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>撤除(clear)或關(off)<hex:0249020103><hex:0248020103><hex:02100103>　解除標誌。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　打開目標標記視窗。<hex:02100103>>>示例<hex:02100103>/標記 攻擊3 <焦點目標> <hex:02100103>給焦點目標加上「攻擊3」的標記。,,
157,/actionlist,/alist,/技能選單<hex:02100103>/actionlist、/alist<hex:02100103>打開技能選單。,,
158,/timers,,/任務情報(/情報)<hex:02100103>/timers<hex:02100103>打開任務情報視窗。,,
159,/recommended,,/推薦任務(/推薦)<hex:02100103>/recommended<hex:02100103>打開推薦任務視窗。,,
160,/inventory,/bag,/物品(/背包)<hex:02100103>/inventory<hex:02100103>打開物品視窗。,,
161,/freecompanycmd,/fccmd,/部隊命令(/部隊)<hex:02100103>/freecompanycmd、/fccmd<hex:02100103>打開部隊視窗。,,
162,/linkshellcmd,/lcmd,/通訊貝命令(/通訊貝)<hex:02100103>/linkshellcmd、/lcmd<hex:02100103>打開通訊貝視窗。,,
163,/return,,/返回<hex:02100103>/return<hex:02100103>實行返回操作。,,
164,/emotelist,/elist,/情感動作<hex:02100103>/emotelist、/elist<hex:02100103>打開情感動作視窗。,,
165,/activehelp,,/新手指南(/指南)<hex:02100103>/activehelp<hex:02100103>打開新手指南。,/howtolist,
166,/supportdesk,/support,,,
167,/characterconfig,/cconfig,/角色設定<hex:02100103>/characterconfig、/cconfig<hex:02100103>打開角色設定視窗。,,
168,/systemconfig,/sconfig,/系統設定<hex:02100103>/systemconfig、/sconfig<hex:02100103>打開系統設定視窗。,,
169,/keybind,/keyconfig,/鍵位設定<hex:02100103>/keybind、/keyconfig<hex:02100103>打開鍵位設定視窗。,,
170,/macros,,/用戶巨集(/宏)<hex:02100103>/macros<hex:02100103>打開用戶巨集視窗。,,
171,/hudlayout,,/介面設定 子命令<hex:02100103>/hudlayout<hex:02100103>進行介面設定相關的操作。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>介面編號(1-4)<hex:0249020103><hex:0248020103><hex:02100103>　切換為指定編號的介面。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　打開介面設定視窗。<hex:02100103><hex:02100103>>>示例<hex:02100103>/介面設定 3<hex:02100103>切換為介面3。,,
172,/logout,,/標題畫面<hex:02100103>/logout<hex:02100103>退出遊戲，回到標題畫面。,,
173,/shutdown,,/關閉遊戲<hex:02100103>/shutdown<hex:02100103>退出並結束遊戲。,,
174,/partysort,/psort,/小隊排序 子命令<hex:02100103>/partysort、/psort<hex:02100103>將小隊列表按指定順序排列。<hex:02100103>>>子命令<hex:02100103>數字1 數字2<hex:02100103>將小隊列表中的小隊成員按指定的數字（2-8）交換排列位置。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>按角色設定＞介面設定＞小隊列表＞隊員排序設定中設定的順序進行排列。<hex:02100103><hex:02100103>>>示例<hex:02100103>/小隊排序 2 3<hex:02100103>將小隊列表中的2號隊員與3號隊員交換排列位置。,,
175,/readycheck,/rcheck,/準備確認<hex:02100103>/readycheck、/rcheck<hex:02100103>發起準備確認。,,
176,/ready,/rd,/準備完畢<hex:02100103>/ready、/rd<hex:02100103>有人發起準備確認時以確認準備完畢進行回應。,/readyok,/rok
177,/notready,/nr,/沒有準備好<hex:02100103>/notready、/nr<hex:02100103>有人發起準備確認時以沒有準備完畢進行回應。,/readyng,/rng
178,/waymark,/wmark,/場景標記 子命令<hex:02100103>/waymark、/wmark<hex:02100103>設定場景標記。<hex:02100103><hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>標記名(A、B、C、D、1、2、3、4)<hex:0249020103><hex:0248020103><hex:02100103>設定標記。已設定的情況下則會撤除，如果指定代名詞則會進行覆蓋。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>標記名(A、B、C、D、1、2、3、4)<hex:0249020103><hex:0248020103> 代名詞<hex:02100103>　在指定目標腳下直接設定標記。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>標記名(A、B、C、D、1、2、3、4)<hex:0249020103><hex:0248020103> 地面關<hex:02100103>　在當前所指位置直接設定標記。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>撤除(clear)或關(off)<hex:0249020103><hex:0248020103><hex:02100103>　撤除所有設定中的標記。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>保存(save) 存檔編號1-5<hex:0249020103><hex:0248020103><hex:02100103>　保存當前設定的場景標記配置。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>預設(preset) 存檔編號1-5<hex:0249020103><hex:0248020103><hex:02100103>　讀取保存好的場景標記配置。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>省略標記名<hex:0249020103><hex:0248020103><hex:02100103>　從A開始順次設定尚未使用的標記。所有標記都設定完畢的狀態下無法使用。指定代名詞時無法省略標記名。<hex:02100103>>>示例<hex:02100103>/場景標記 A<hex:02100103>進入用於設定標記A的場景標記模式。<hex:02100103>/場景標記 A <目標><hex:02100103>將標記A設定在所選目標的位置。<hex:02100103>/場景標記 A 地面關<hex:02100103>將標記A設定在當前所指位置。,/fieldmarking,/fmk
179,/fishguide,/fg,/魚類圖鑑<hex:02100103>/fishguide、/fg<hex:02100103>打開魚類圖鑑。,,
180,/housing,/hou,/房屋<hex:02100103>/housing、/hou<hex:02100103>打開房屋視窗。,,
181,/minionguide,,/寵物一覽<hex:02100103>/minionguide<hex:02100103>打開寵物一覽。在萌寵之王的對戰中打開萌寵之王列表。,/minionlist,
182,/mountguide,,/坐騎一覽<hex:02100103>/mountlist、/mountguide<hex:02100103>打開坐騎一覽。,/mountlist,
183,/partyfinder,/pfinder,/隊員招募(/招募)<hex:02100103>/partyfinder、/pfinder<hex:02100103>打開隊員招募視窗。,,
184,/pvpprofile,/pvppro,/對戰資料<hex:02100103>/pvpprofile、/pvppro<hex:02100103>打開對戰資料視窗。,,
185,/companion,/comp,/搭檔<hex:02100103>/companion、/comp<hex:02100103>打開搭檔視窗。,/buddy,
186,/keyitem,/kitem,/任務道具(/關鍵道具)<hex:02100103>/keyitem、/kitem<hex:02100103>打開任務道具視窗。,/eventitem,/eitem
187,/challengelog,,/挑戰筆記(/挑戰)<hex:02100103>/challengelog<hex:02100103>打開挑戰筆記。,,
188,/sightseeinglog,,/探索筆記(/探索)<hex:02100103>/sightseeinglog<hex:02100103>打開探索筆記。,,
189,/goldsaucer,/saucer,/金碟遊樂場(/金碟)<hex:02100103>/goldsaucer、/saucer<hex:02100103>打開金碟遊樂場視窗。,,
190,/currency,,/貨幣一覽(/貨幣)<hex:02100103>/currency<hex:02100103>打開貨幣一覽視窗。,,
191,/aethercurrent,/acurrent,/風脈泉(/風脈)<hex:02100103>/aethercurrent、/acurrent<hex:02100103>打開風脈泉視窗。,,
192,/logcolor,/lcolor,/消息顏色<hex:02100103>/logcolor、/lcolor<hex:02100103>打開消息顏色設定視窗。,,
193,/playguide,/pguide,/資訊中心(/資訊)<hex:02100103>/playguide、/pguide<hex:02100103>打開資訊中心視窗。,,
194,/generaldutykey,/gdutykey,/任務通用鍵<hex:02100103>/generaldutykey、/gdutykey<hex:02100103>執行任務通用鍵。<hex:02100103><hex:02100103>>>示例<hex:02100103>危命任務範圍內<hex:02100103>切換等級同步。,/contentskey,
195,/raidfinder,/rfinder,/大型任務搜尋器<hex:02100103>/raidfinder、/rfinder<hex:02100103>打開大型任務搜尋器。,,
196,/orchestrion,,/管弦樂琴<hex:02100103>/orchestrion<hex:02100103>打開管弦樂琴樂譜集視窗。,,
197,/countdown,/cd,/倒數計時 子命令<hex:02100103>/countdown、/cd<hex:02100103>設定戰鬥開始倒數計時時間。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>秒數(5-30)<hex:0249020103><hex:0248020103><hex:02100103>　實行指定時間的戰鬥開始倒數計時。以文本指令實行此操作時將不會保存指定秒數，同時也不會在聊天視窗中顯示每5秒一次的通知訊息。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　打開戰鬥開始倒數計時視窗。<hex:02100103>>>示例<hex:02100103>/倒數計時 10<hex:02100103>執行10秒的戰鬥開始倒數計時。,,
198,/contactlist,,/戰友列表<hex:02100103>/contactlist<hex:02100103>打開戰友列表。,,
199,/mountspeed,,/坐騎速度<hex:02100103>/mountspeed<hex:02100103>打開坐騎速度視窗。,,
201,/?,,/? 指令名<hex:02100103>顯示指定指令的說明。,,
202,/wait,,/等待 等待時間<hex:02100103>/wait<hex:02100103>宏專用指令。可以讓宏在等待指定時間後發動。<hex:02100103>設定等待時間的數值時，「1」大約相當於1秒，且只可以設定整數。<hex:02100103>等待時間最多可以設定為60，超過60時按60算。,,
204,/legacymark,/lmark,/十二神印記(/神印) 子命令<hex:02100103>/legacymark、/lmark<hex:02100103>設定是否顯示自己角色的十二神印記。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　顯示十二神印記。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　不顯示十二神印記。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在顯示與不顯示之間切換。,,
206,/gcsalute,,/軍禮 子命令<hex:02100103>/gcsalute<hex:02100103>以所屬大國防聯軍的標準行軍禮。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>動作(motion)<hex:0249020103><hex:0248020103><hex:02100103>　只做動作。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　做出動作並顯示文字提示。,,
207,/macroicon,/micon,/宏表徵圖表徵圖名 分類名<hex:02100103>/macroicon、/micon<hex:02100103>用戶巨集專用。在熱鍵欄上顯示指定表徵圖名的表徵圖，在同一個用戶巨集命令內只能生效一次。<hex:02100103>>>分類名<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>技能(action)<hex:0249020103><hex:0248020103><hex:02100103>　…將技能名指定到表徵圖名上，可以顯示出該技能的表徵圖及技能的複唱時間、所需魔力等情報。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>青魔法技能(blueaction)<hex:0249020103><hex:0248020103><hex:02100103>　…將技能名指定到表徵圖名上，可以顯示出該技能的表徵圖及技能的複唱時間、所需魔力等情報。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>對戰技能(pvpaction)<hex:0249020103><hex:0248020103><hex:02100103>　…將對戰技能名指定到表徵圖名上，可以顯示出該技能的表徵圖及技能的複唱時間、所需魔力等情報。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>共通技能(general)<hex:0249020103><hex:0248020103><hex:02100103>　…將共通技能名指定到表徵圖名上，可以顯示出該技能的表徵圖及技能的複唱時間。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>情感動作(emote)<hex:0249020103><hex:0248020103><hex:02100103>　…將情感動作名指定到表徵圖名上，可以顯示出該情感動作的表徵圖。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>搭檔(buddy) 搭檔名<hex:0249020103><hex:0248020103><hex:02100103>　…將搭檔技能名指定到表徵圖名上，可以顯示出該技能的表徵圖。搭檔名可以省略。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>召喚獸(pet)<hex:0249020103><hex:0248020103><hex:02100103>　…將召喚獸技能名指定到表徵圖名上，可以顯示出該技能的表徵圖。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>寵物(minion)<hex:0249020103><hex:0248020103><hex:02100103>　…將寵物名指定到表徵圖名上，可以顯示出該寵物的表徵圖。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>坐騎(mount)<hex:0249020103><hex:0248020103><hex:02100103>　…將坐騎名指定到表徵圖名上，可以顯示出該坐騎的表徵圖。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>道具(item)<hex:0249020103><hex:0248020103><hex:02100103>　…將道具名指定到表徵圖名上，可以顯示出該道具的表徵圖和持有數量。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>標記(marking)<hex:0249020103><hex:0248020103><hex:02100103>　…將標記名指定到表徵圖名上，可以顯示出該標記的表徵圖。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>場景標記(waymark)<hex:0249020103><hex:0248020103><hex:02100103>　…將場景標記名指定到表徵圖名上，可以顯示出該場景標記的表徵圖。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>套裝(gearset)<hex:0249020103><hex:0248020103><hex:02100103>　…將套裝編號指定到表徵圖名上，可以顯示出該套裝的表徵圖。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>職業(classjob)<hex:0249020103><hex:0248020103><hex:02100103>　…將職業名指定到表徵圖名上，可以顯示出該職業的表徵圖。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>快捷發言(quickchat)<hex:0249020103><hex:0248020103><hex:02100103>　…將快捷發言名指定到表徵圖名上，可以顯示出該快捷發言的表徵圖。<hex:02100103>※省略分類<hex:02100103>　…會按照技能名來處理。,,
